text;emotion
sepatunya diluar ekspetasi banget, ini lebih keren dari yg aku bayangin🤩 pengantaran cepat hanya selisih 1 hari dari pemesanan, packing kurang safety karena hanya BOK saja dan tidak dilapis, tapi gapapa barang sampai dengan aman, kece mah pokoknya, jangan ragu gais, RAGU= RUGI🫣;sedih
JANGAN BELI, KLO BELUM ADA DUIT!!!  Kalo udh ada sih jangan ragu, bagi gw ini okeeee bangettt. Dari bahan keseluruhan empuk, anti slip, dan look nya gak kalah keren. Untuk minus nya sendiri, mungkin jahitan yg kurang rapih sedikit, dan ada bercak lem di tiga titik. So, thats it.  Thanks.;sedih
Paket nya baru sampai udh kebuka tapi puas si sama sepatu nya bagus Bentuk dan ukuran: 43 Aroma: Seperti karet Warna: Hitam;senang
Barang nya selalu bagus mantap deh Aerostreet untuk yg kesekian kalinya #lokalbisa💪💪💪;senang
Aroma: Wangi sepatu baru 😍 Bentuk dan ukuran: Keren dan pas Daya tahan pakai: Belum tau karena baru sampai;netral
Buuuaggusss polll, ringan. Semoga aweett.   Tpi syng kenapa ga dikasih bubble wrap, apa emg harus tambah bubble wrap apa gimnaa;netral
Bagus banget ,,, super duper kualitas nya tak terbilangkan sangkin bagus nya ,,,keren;senang
model nya clasik simple dan elegan cocok untuk di pakai di berbagai acara;marah
kece Parah ga nyesel Warna: Hitam Coklat Bentuk dan ukuran: Pas dan pastinya gacor;netral
Bentuk dan ukuran: Pas Warna: Hitam coklat;netral
paket ydah datang kak pengirimamnya sangat cepat inike 4 kalinya q beli ditoko ini;senang
Pengiriman cepat, barang gak ada kecacatan 👍;netral
the best... keren... top bgt... sukses produk lokal...  bakalan langganan terus ini ma...;netral
Ukuran sesuai, design nya juga keren, keren;netral
Om ini sepatunya depa cacat gimana ya;marah
keren banget yaampun nak nak nak nak nak nak;netral
Barang oke. Bahan bagus. Terima kasih.;senang
Barang sudah sampai tepat waktu , Aerostreet tidak pernah mengecewakan , Terimakasih;netral
Oke bgt...sesuai harapan...semoga awet;netral
Suka banget, nanti beli lagi yang warna satunya;netral
Barang bagus cuman minus di potongan ujung sepatu aja bagian depan sama bagian belakang;senang
Bentuk dan ukuran: Sesuai gambar, nambah tinggi dikit lah Aroma: Baru Daya tahan pakai: Moga awet, ku kira di sol seperti di gambar ternyata modelnya aja Warna: Sesuai gambar;netral
Barang bagus sya udh dua kali pake brend ini Daya tahan pakai: Puas  nyaman Bentuk dan ukuran: Pas d kaki;senang
Kenyamanan 10/10 ,tapi untuk detail sepatu nya overall 7/10 karena masih belum rapih dan sol ada yang masuk ke dalem;netral
Untuk sepatu ok walau sedikit lebih berat di bagian bawahnya.kecewa berat sama packingan.paket deterina dalam keadaan rusak/robek karna bungkus terlalu tipis.jadi langsung saya bakar saja.;marah
sesuai pesanan...sepatunya bagus enteng nyaman dipake,saran untuk packing tambahin plastik hitam biar privasi;senang
Shape and size: bagus, size sesuai Wearability: nyaman dipakai jalan dan pastinya nyaman dipakai sehari hari Color: bagus, mungkin lebih bagus kalau tali nya warna hitam aja sebenarnya overall bagus, tp banyak jahitan yg keluar keluar entar di lidah sepatu, atau diluar sepatu, jadi agak mengganggu, wajar dgn harga sgini, tp overall bagus;senang
Cocok untuk sekolah dan jalan jalan ,  Warna nya bagus  Cuman packingnya kurang aman cumas pakai kerdus sepatu dan plastik;senang
emang gapernah gagal sie produk aeros,selalu beli disini mau buat fashion atau sporty karna bener bener real pict dan nagih karna sepatunya secantik cantik itu,bahannya juga quality high, recommended aku ngambil sesuai uk ku ga kekecilan maupun kebesaran pas pas aja,tapi ga yang sempit bngt ini😻;senang
pengiriman cpt dan sepatunya bagus, cuma tapak dalemnya sepertinya kepanjangan jadi agak nekuk gitu jd berasa nonjol pas di injek selebihnya bagus;senang
Pengiriman cepat kualitas barang bagus ukuran pas tp sayang kurang rapi masih ada sisa lem yg melebar...;senang
Ok sesuai request, bagus barangnya Bentuk dan ukuran: Sesuai Daya tahan pakai: Bagian bawah sudah di sol;netral
Kualitas barang baik, sesuai harga. Bahan dan metode pembuatan yang tertera pada deskripsi produk juga sesuai. Panduan ukuran pun akurat, jadi gak perlu ragu pesan ukuran yang pas jika memang telapak kaki sudah diukur dengan benar. Sementara merk lain seringkali meleset soal ukuran sehingga muncul kebiasaan 'pesan satu ukuran lebih besar untuk jaga-jaga'.  Pelayanan juga lumayan cepat. Begitu juga pengiriman pun cepat, tapi itu prestasi dari Pos Indonesia.  Secara umum Aerostreet memberikan kepuasan maksimal bagi pembeli.;senang
Pas ukuranya, bahan nya bagus banget, harga murah tp kualitas ga murahan. Dpt diskon mayan jadi lebih murah. Pokonya wajib co lagi di next shopping. Tks aerostreet;senang
untuk harga sekian lumayan okee, tapi sayangnya ada benang benang yang keluar dan karet2 dikit yang berlebih;senang
Terima kasih kak, paket sepatu aerostreet austine nya baru aja sampe rumah dan diterima dengan baik. Sepatu bagus banget kak, warnanya juga saya suka dan alhamdulilah pas di kaki saya hanya saja kurang sreg aja sih kak dari packaging produk nya transparan kak terus dus sepatu nya juga pada penyok gt;senang
untuk kualitas sepatunya bagus mid sol nya tebel  nyaman digunakan semoga awet... tapi sayang jaitan benang nya masih kurang rapi masih banyak kelebihan benang nya... untung saya detail... di foto hanya beberapa sisanya sudah saya rapikan sendiri benangnya sebelum saya buat riview nih sepatu;senang
Produk nya keren, bagus, nyaman, dan berkualitas tinggi, adem dan tidak mengecewakan  Sangat rekomendasi;senang
Bagus, bahan juga  bagus, pengiriman superduper cepettt, tpi packing kurang aman gatau itu kena minyak atau oli tpi plastiknya berminyak sampe kardusnya untung ngga kena sepatu. Tapi selebihnya bagus bgtt sepatunya;senang
Bentuk dan ukuran: Pas nyaman dan ringan pokoknya puas;senang
sepatu ke-2 dri aerostreet, kualitas tdk prnh mengecewakan,, sol tebal bahan oke bgt, harga merakyat, size sesuai di kterangan goodlah,...sukses trus aerosreet;marah
Bagus sepatu sudah datang pengiriman sangat cepat walaupun gw ada di Kalimantan overall sepatu nyaman dan pastinya kuat;senang
Bagus. Ukuran Pas. Alas karet sepatu bagus, empuk;senang
model kekinian , bahan bagus dan jahitan rapi;senang
Sudah 5x order di aerostreet. Austin bisa jadi alternatif samba. Kece banget. Ukuran biasa pakai size 41 insole 26cm. Tapi di aerostreet aku ambil size 40 karena insolenya 25,9cm. Dari segi bahan bukan kaleng kaleng. Masih nunggu war nusantara. Kemarin gak kebagian.;netral
mantap austin keren, cuma agak panas aja pas di pake;marah
topp keren banget modelnya, bahan juga bagus, worth it dg harganya;senang
ukurannya sangat pas sekali di kaki dan untuk model cocok sama saya;netral
Barang bagus dan pengiriman cepat Minus talinya aja, kayak rontok gitu Selebihnya oke;senang
kegedean dkit tapi ga mslah si ttp bagusss,datngenya juga cepet engga nyesel sii😋;netral
Baru pertama x beli sih ini iseng untuk kado. Tapi sumpah ini bagus bgt kece badai. Pengiriman cepet lagi padahal 10hr lagi mau lebaran. Gercep lgsg dikirim. Ultahnya masih lama masih 6hr lg🤭.Semoga suamiku suka dan muat sepatunya haha🙏🏻soalnya nomor 41 nya kayak gede. Semoga awet.makasih🙏🏻;senang
Bagus Jahitan rapi Nyaman di pakai Pengiriman cepat Puas bakal beli lagi buat tambah koleksi;senang
Kualitas okelah.. Jahitan kurang rapi, pengiriman cepat Bentuk dan ukuran: Sesuai Warna: Oke;senang
Klo utk desain dan model oke beud dah, tdk gemuk bgt tp cukup membulat desain na, baru ini beli aerostreet, dan quiet satisfied, hanya mgkn bagi sebagian org, sepatu yg msh ada bekas potong, bekas lem agak mn gtu ya ? tp bagi aku sih itu msh bs oke, jadi kek sepatu itu literally fresh from the oven . . . ^^ hehehe;marah
Bagus banget barang nya kslsnsj nanti beli lagi udah ke 4 kali beli;senang
Pengiriman cepat, Kardus sepatu juga aman. Look nya juga bagus, semoga bisa awet untuk pemakaian jangka panjang.;senang
emg keren si ni sepatu, looks pas dipake nya beuh kerennn bangetttt, btw pembelian ke 3. admin nya top;netral
Cakep pokoknya nyaman, sangat rekomendasi;senang
Bagus, insole nya kyk ngelipet gitu tpi klo dah dipake nyaman nyaman aja sih;senang
sepatu aero pertama lgsg beli 2. bahan adem, nyaman, model keren, ukuran pas bgt.;netral
Sangat puas sma produk nya, ukuran pas sesuai sma yg di foto;senang
Aslinya bagus bangat sesuai gambar ,pokonya dengan harga di bawah 200rb mewah bangat lah..ga kaleng kaleng;senang
Barang tiba dengan selamat ,sepatunya pas, walapun packing tidak aman hanya dengan plastik tanpa buble wrap . Semoga awet barangnya.;senang
Sepatu bagus tapi pakingnya tidak aman, kotak sepatunya penyok😩;senang
mantap di harga segini 100/10 rekomen bgtt ga bisa banyak ngomong lagi😍🙌;netral
Warna: coklat Bentuk dan ukuran: ukuran 40 kebesaran dikit bagus dan keren;senang
Bagus banget sepatunya gercep ada model baru trnyata sesuai ekspektasi;senang
Bentuk dan ukuran: uk 42 Aroma: wangi Daya tahan pakai: awet Warna: coklat tua bagus banget sih sepatunya, untuk ke2 kalinya beli sepatu aerostreet untuk kado ke pacar hehehe;senang
pertama kali beli aerostreet.  sepatunya ringan dan nyaman dipakai.;netral
Model nya bagus, sepatunya nyaman, sesuai dekskripsi & harganya murah... minusnya cuma pengirimannya lama;senang
Barang bagus ngak mengecewakan, ganti tali hitam lebih gahar;netral
Sepatu nya bagus,tapi sayang peking nya jelek ke ga ada pekingan ampe penyok;netral
Sepatunya empuk nyaman untuk di pakai🔥;netral
"Mantap aerostreet produk sesuai deskripsi, pengiriman cepat, sudah langganan kaos sama celana di sini... Sepatu baru pertama kali memuaskan... Next pasti order lagi... Di tunggu produk"" Terbarunya aerostreet";senang
Rekomendasi,  Tapi sayang pengirimannya tidak sesuai estimasi;senang
barangnya bagus bgt..sesuai harapan..dengan barang sebagus ini, harga segini ini murah bgt. terimakasih seller sudah menjual barang bagus.;senang
modelnya kere abizz, nyaman dipakai, upgrade sol nya terasa bngt;netral
Sepatu keren, bahan oke, design kekinian, pokoknya gak pernah kecewa beli di Aero street;marah
melebihi ekspektasi 😍😍 sangat bagus dan nyaman dikaki, solnya juga lumayan lembut;senang
Bagus sesuai pesanan cepat pengiriman Barangnya bagus;senang
Gaya nya kece badaayyy menyala deh🔥🔥 bagus banget sama ini bisa jadi alternatif buat samba dan nyaman banget kalo di pake keren deh pokoknya;senang
Wah mantap keren bgt sepatu nya alas nya jg tebel rapi mantap casual speak tempur ini mah;marah
sepatu nya bagus sesuai di poto pokoknya ga nyesel fyi ini produk pertama dari aerostreet;senang
Pas matap,, sesuai deskripsi. Tokonya amanah Alhamdulillah sudah 2x pesan ditoko ini. Sukses selalu utk tokonya;netral
Sepatunya bagus banget min,emang de best dah AEROSTRET.ini sy udah beli yg ke 16 saking bagusnya min,sy koleksi ,sy pake juga sih gonta ganti,tiap hari;senang
asliii secakepp ini, nyaman bngett dipake + empukk AHH BAGUSS DEH POKONYAA;netral
Sepatu nya BAGUSSSSS + NYAMAN DI PAKE EMPUK LAGI. PENGIRIMAN JUGA CEPETTT BANGET.2 HARI LANGSUNG NYAMPE : RECOMMENDED BANGET DEH!!!!!!!;netral
Bentuk dan ukuran: Pas.size 42 Warna: Coklat tua/hitam Daya tahan pakai: Semoga awet Yuhuuuu sepatunya udh dateng tdi sore barang dtang sesuai pesanan,yg tentunya suamiku suka.udah langganan di airostreet mulai dari kaos²nya dan sekrng nyoba sepatu;netral
1st time beli sepatu disini, karena seringnya beli kaos/polo. Ga dapet silica gel padahal uda konfirm admin katanya dapet (meskipun ga seberapa harga silica gel, tpi alangkah baiknya di cek lagi sblm di packing). Trs banyak sisa benang yg ga dipotong rapi 🙃;senang
sngat bagus bang, talinya tapi gua ganti hitam lebih oke 😁😁😁;netral
Barang susai dengan iklan, warna hitam;netral
Sepatu classic paling work it untuk di beli;netral
sesuai pesanan, pengiriman cepat, barang mantap;senang
GILAKK, baru kemarin pesan sekarang dah sampai wkwkwkwk mantap puas bangett bahan juga solid puas 🤩👍🏾👍🏾;senang
Barang sesuai pesanan tidak ada kekurangan.. Recomendded;netral
Paketnya sudah diterima Barang dikirim sesuai orderan Waaah aerostreet emang best  Ini orderan 7 so far so good Next order yg ini buat c kakak dan ayah Asli nyaman banget dipakenya kereen lagi Terima kasih;netral
Sepatunya bagus dan nyaman di pakai, terimakasih👍;senang
Sepatunya bagus dan nyaman di pakai, terimakasih👍;senang
Nyaman dikaki dan modelnya bagus kurangnya di sirkulasi udara aja;senang
Harga murah, kualitas juara. Terima kasih 🙏;senang
Simple, nyaman dipakai, bagian dalam empuk, dan affordable. Bisa jadi pilihan untuk ganti ganti sepatu di aktivitas hari hari.;netral
Bagus kualitasnya, tetapi ada beberapa bagian yang jahitannya kurang rapi;senang
Sepatu bagus dari segi bahan dan desain sesuai deskripsi di live. ukuran sepatunya pas seperti yang di pesan, dijamin ndk nyesal beli pasti awet sepatunya;senang
mantap kak produk nya sampai nya juga cepet, bahan nya kualitas tinggi terus pas kece dah pokoknya buat formal ataupun non formal, semangat terus buat brand lokal👏;senang
Is the best Bentuk dan ukuran: Sesuai dengan kaki,, bahkan biasa pake ukuran 41 di tokonya yg di offline lainnya agak sempit,, tpi Aero street tak gentar memproduksi size yg up dan agak longgar sedikit jadi ga panas di pakai ny,, udh stock 10 varian sepatu Aero street produk lokal tak gentar!!;marah
Sumpah sumpah sumpah BAGUS BANGET GILAK,,next co lagii pastiii yuhuuu 👍👍👍👍🤗🤗🫰🫰🫰🫰;senang
Bentuk dan ukuran: Ukuran pas. Nyaman dipake;netral
Sepatu sesuai gambar, hanya saja kardus nya sedikit rusak Warna: Bagus Bentuk dan ukuran: Pas Daya tahan pakai: Semoga awet;netral
Bentuk dan ukuran: Sangat pas;senang
mantep, keren dipake nya hahaha, nexttime;netral
Sepatu bagus, tapi untuk packing boxnya kurang banget kayak ga niat jualan, sayang banget boxnya rusak penyok. Tolong lebih niat lagi ya dalam packing boxnya terimakasih;senang
Alhamdulilah pesenan sepatuku dah nyampe barang bagus sesuai dengan gambar pengiriman juga cepat pokonya kereeeeen + dpt hrga murah dan gratis ongkir lg the best pokonamah 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻🥰🥰🥰🥰;senang
Barangnya ori, bagus, nyaman di pakai, dan semoga awet barangnya;senang
mantap kualitas oke, rapih dan bagus untuk anak sekolah, bahan oke untuk harga yg sangat terjangkau;senang
Bentuk dan ukuran: Bentuk bagus pas buat kerja Daya tahan pakai: Semoga awet;senang
bagus sih tapi aga kecewa dikit, setelah di cek berulang baru ngeh dari segi penempelan nya kurang rapih, ini gatau apa yg putihnya sampe keluar dong, yang sebelah mah aman, ga ganggu sih tapi kaya, ini first time beli aero niatnya mau dukung brand lokal, eh kaya gini, tapi overal bagus;senang
Mantap barang sesuai .. dan selalu memuaskan;netral
bagus mantap hitamnya diluar prediksi gg pokok nya aero street 🫰🏻🤙🏻👍🏻👏🏻,ada vidio unboxing tapi ngga bisa di kirim😘;senang
Lebih cakep dari pada foto,mana harga murah bgt untuk kualitas kaya gini😭😭sukses terus buat aerostreet;netral
Bagian atas yang lubang ko kurang, tapi engak apa apa sih, selebihnya terimakasih;netral
Assalamu'alaikum,.. Paket udah nyaman sampai dengan aman nan selamat sampai tujuan,... Thankyou Aerostreet,.. Nggak ada produk gagal dah,.... Sukses selalu😌🤲🙏👍;senang
Sepatu sangat nyaman digunakan  Pengiriman:cepat Daya tahan pakai: Lama semoga Warna: Sngt baik Bentuk dan ukuran: Elegan;senang
Saran buat yang mau beli, pilih ukuran yang lebih besar dari ukuran kaki mu, aku beli yang ukuran 40 panjang kaki 25,9cm (panjang kaki ku 24,8cm), waktu dipake lumayan sempit, kecewa karena ngga ambil ukuran 41/42, untuk sepatunya sendiri yaa lumayan lah dengan harga segitu.;marah
Bentuk dan ukuran: pas Daya tahan pakai: kuat Warna: keren;senang
sepatunya bagus keliatan kokok. cuma ada benang putih yg tembus di tapak outsol..;senang
pesanannya sesuai bagus, mungkin dibagian jahitan yg kurang rapih bisa dibenerin lagi tp uda bagus🙏🏼;senang
Kualitas bagus banget, walaupun kebesaran di kaki, tapi overall top sih;senang
gini kan enak min di lihat Barang ny oke aman dan packaging ny bagus. Makasih min;senang
Gaya ok Ketepatan ukuran ok Bahan ok.  Tali perlu di panjangin 5 cm deh Ini sepatu kedua.  Mantap,,, Brand lokal,terjangkau, daya tahan pk;senang
Makin kesini makin nyaman dan empuk dipake nya, semoga awet hehe;netral
Bagus sepatunya. tp sayang pinising Masi tidak rapi, jahitan benang belepotan, ada yg tidak kejahit. Tp selebihnya bagus smuaa. Dr dulu memang sudah pake Aerostreet smua, dari baju, celana, sepatu, joger, dll Oh ia skrng sudah tidak lagi di kasih stiker.;senang
Sampai dengan aman. Sepatunya nyaman. Ini pembelian ke 2 setelah dlu beli yg seri Hoops (yg tinggi);senang
Semuanya bagus,...;senang
Bentuk dan ukuran: bentuk elegan, ukuran pas dan nyaman Warna: sesuai dengan pesanan;netral
Sepatu Bentuk dan ukuran: Keren Daya tahan pakai: Kuat dan padet;senang
bentuk bagus cumn sayang talinya panjang sebelah 🥹;senang
Pesen uk 43 dikirm 42 di bok nya doang 43 spatu nya 42 😮‍💨 di ngpres bangt di kaki;netral
Perfect, yang co barang aerostreet tidak akan menyesal;netral
Bentuk dan ukuran: 42 Aroma: aroma rubber Daya tahan pakai: belum di pakai semoga awet karena outsole langsung di hotpress tanpa proses lem Warna: semi black;netral
Gilaaa Bagus banget Produk Lokal keren omg Cuma lama doang kirimannyaaa Keren sih Aerostreet;senang
kereenn bangeetss, pengirimannya juga cepet;netral
Payah amat packing paket cuma pake plastik bening doang, gak di bubblewrap sama sekali, dus nya bolong penyok jdnya, untung aja sepatunya aman2 aja.;senang
keren cuy.. rasa pake DC shoes sol nya empuk, kalo jalan sampe gak kedengeran;netral
Sepatunya bagus ..sesuai ekspektasi.makasih seller;senang
Udah jadi pelanggan tetap Aerostreet, Produk Lokal Berkualitas, Packaging jg bagus g pernah kecewa beli disini.;netral
puas sesuai dengan yg di foto, ukuran dan lebar sepatu sangat pas enak di pakai;senang
barang bagus kualitas oke pengiriman cepat;senang
Bagus bgt sesuai gambar ini udah kali k berapa pesen d aero strear;senang
Bentuk dan ukuran: Sesuai Daya tahan pakai: Semoga awet Warna: Cerah;senang
Alhamdulillah spatunya udh nyampe bagus sesuai harga;senang
Bahan bagus, Langsung Dipakai Mantab, Terimakasih;senang
BEEUUH AEEROSSTT GELOO BARANGNYA AJIBB GA NGECEWAIN, PESEN KEMARIN MALEM SIANGNYA DATENG;netral
bagus bgt sumpil 100×🥳😱🤭🤭🤭💗🥇👟,makasih kak;senang
Waooooww barangnya bagus banget se sesuai gambar dan gak nyambung banget ternyata sebagus ini barangnya;senang
Bagus banget, tapi untuk qc harus sedikit diperbaiki lagi.;senang
Bentuknya bagus Bagus bagus, saran untuk produsen kiranya disediakan 1 Tali sepatu cadangan warna hitam ,tks;senang
Bentuk dan ukuran: 41 pas di kaki... Daya tahan pakai: Semoga awet Warna: Sesuai;netral
Produk baguss cuman busa dalem kurang empukk beda sama yg pertama beli min  Kardus penyekk kaya tertidih barang2 lain  Untung sepatu y aman  Terimakasih;senang
Cepat sekali sampai... Bentuk dan ukuran: Pas Aroma: 👍🏻 Daya tahan pakai: 👍🏻;senang
sepatu bagus cuma model alas terlalu tebal sih;senang
Bentuk dan ukuran: Bentuk nya bagus, menarik dan ukuran 43 Warna: Hitam;senang
mantap, elegan, brand lokal kualitas mantap, harga pas untuk mahasiswa;netral
jaitannya kurang rapih, harus saya potong sama di bakar dlu biar rapih, beda sama sepatu yang doraemonnya yang jaitannya msih rapih, trus juga gatau kenapa ukuran 43 aerostreet dan brand lokal lainnya itu sama kaya ukuran 44-44,5 ny brand luar, but kucing saya suka sama kardusnya jadi saya kasih bintang 3 and overall nice;senang
Suka banget sama ini produk karena sangat awet pemakaian hampir 3 tahun belum jebol sepatu akhirnya ketagihan pakai aero;senang
Bentuk dan ukuran: Pass Daya tahan pakai: Mantap Warna: Samaa;netral
Keren dan gk pernah kecewa pake Aerostreet  👍;marah
Baguss cuma jaitan kudu diperhatiin lagii bnyak benang² keluar;netral
bagusss bgt plisssss, nyamannn, pengiriman nya juga cepett bgtttt;netral
Daya tahan pakai: Oke Warna: Oke;netral
Bentuk dan ukuran: Sangat bagus dan rapih;senang
Gilakkk... Bagus banget sesuai iklan ini mahh 😍🔥🔥🔥;senang
Bentuk dan ukuran: ukuran pas, sesuai Warna: cakep;netral
Aerostreet Austin, Elegan, Cocok dipake kemana aja , mantab pokoknya.;marah
Sepatu aerostreet austin memang mantab keren ukuran pas bangt ngambil nomer 43;netral
Model bagus,pengiriman jg cepat.. Pembelian kedua,semoga awet kayak yg pertama beli.;senang
sesuai ekspektasi, alas tidak licin, pengiriman ok;netral
Kalo misal kan sepatu rijek jaggan di kasih ke customer saya tau kita harus support brnd lokal tapi niat dikit lah hadeh masa iya kita dikasih  yang kaya gini tolong perbaiki penyortiran nya;senang
sesuai gambar  bagus  kokoh  nyaman recomended;senang
Bentuk dan ukuran: Bagus Pengiriman cepat;senang
Barang bagus sesuai pict, size'y pas bgt.. Makasih Aerostreet..;senang
Nyaman saat digunakan, sejauh ini belum ada komplain. Terima kasih.;netral
Bentuk dan ukuran: bagus dan cocok Warna: hitam;senang
Bagus banget cocok untuk d pakai sehari-hari;senang
Kereeeeeeen Bentuk dan ukuran: Pas Warna: Oke sesuai gambar;netral
Udah langganan beli di Aero, ga pernah mengecewakan, bagus bagus Bentuk dan ukuran: Austin ukuran 42 Warna: Coklat tua;senang
gokss lahh. banyak finishing yang kurang rapi, tapi its okay masih worth to buy, kerennn;netral
Harga dengan diskon miring, sepatu nyaman banget dan mantel banget deh, klo mau beli sepatu di platform ini sangant worth banget;marah
Harga terjangkau kualitas baguss okee bngt;netral
Packingan mantep dus sehat wal afiat sampe di saya semuanya oke termasuk sepatunya,minesnyaaa gaada sticker dan sepatunya ga diplastikin lagi didalem box ya meskipun sepatunya gaada mines tpi kedepannya lebih Diperhatikan lagi aja min supaya sepatunya safe in box jdi customer makin puas....thank's🔥;senang
ini ke 4 kalinya beli sepatu nya Aerostreet.. dan smua nya puas & awet.  thanks;senang
Sesuai pesanan, kualitas mantap. Produk lokal yg gk pernah ngecewain.;netral
mulai dari warna sampai modelnya bagus, saya suka sekali. sepatunya juga tebel👍🏽;senang
overall bagus,pasti bakal order lagi rekomen bgt.... minus di packing pengiriman aj;netral
Min barng ny bagus, tp packing ny kurang rapi plastik ny aja udh sobek, kotak sepatu ny sobek, untuk kdepan pengiriman lebih rapi lgi ya...;senang
bagus bet gilaa ga ngotak Bentuk dan ukuran: pas di kaki Aroma: wangi cuyy;senang
barangnya udh nyampe walaupun kotaknya aga penyok, tpi ni austin keren parahhh bintang 5 pokonamah;senang
Selalu puas kalau belanja di aerostreet barangnya sesuai harga terjangkau dan pengiriman cepat bangett the best 👍👍;senang
mantap jiwaaa, look nya keren buat main oke acara resmi oke, bahan empuk alus nyaman 👍🏻 semoga awetttt;netral
Ukuran pas, dan sesuai foto, makasih gan!!!;netral
Bentuk dan ukuran: pas Warna: sesuai pengirimannya lama melewati estimasi;netral
Selalu puas dengan produk aerostreet,sudah punya beberapa sepatu,sandal,baju dan kemeja. Best lokal tak gentar;senang
Lebih dari yang ke 10x nya aku beli sepatu aero dari jaman suami lajang sampe punya istri secinta itu sama aero best banget produknya;senang
BAGUS BANGET!!!, tapi ya menurut saya jaitan nya kurang rapih aja. tapi Overall bagusss kokk;senang
Overall it's good, recommend seller..;netral
Mantul,kegedean ternyata harus nya 42 tpi gpp tetap keren,😁;netral
produk mantap sesuai deskripsi..... thanks gan;netral
Realpict..sesuai pesanan pengiriman jg cepat;senang
Bagus banget. Sesuai gambar dan empuk. Puas banget.;senang
Kualitas bagus. Hrg sngt terjangkau.;senang
Sumpah! Ga expect bakal sebagus dan senyaman ini dengan harga segitu. gabisa berkata kata lagii buat AeroStreet!!! Terbaikkk👊;senang
Nagus banget udah yg ke 2 kali beli sepatu disini selalu bagus ,harga juga g terlalu mahal ..;senang
Very  good ,good  design ,very  comfortable  ,i hope  strong  went  i  use in  long  time periode  tell to every one this shoes so very amazing stuff , Indonesian people can use this shoes  very  soon  make  aerostreet. Best  shoes in  the  world   win  against  Nike  Adidas.       Puma.   Rebook.;netral
mantapp cuma ada benang kurang rapi dipakein tali gendut nambah gudd🤤;netral
Asli mantap euy walaupun pengiriman nya agak lama #banggaproduklokal;netral
Sepatunya mantul cuman kerdusnya ad sobekan;netral
Nyampenya lama amatt, barangnya okelah suka. Tapi talinya panjang pendek😭;netral
sepatu model baru. lebih ringan dan lebih empuk.;netral
Udah sampai. Keren dan nyaman dipakai, mantap aerostreet;netral
Bagus sepatunya pas sesuai ukuran 🫰;senang
Bagus banget;senang
Untuk kesekian kalinya beli sepatu dari aerostreet ga ngecewain Model sepatunya juga bagus bagus #kembangkan produk lokal;senang
model nya keren, di pakai mewah harga miring nice sekali saya suka;senang
Pengiriman lebih cepat dari perkiraan,  Barang baguuuussss sol nya gak licin Beeeesttt koleksi ke tiga aerostreet ku Cm kali ini kardus dtg penyok Barang aman;senang
mantul sepatunya, gak nyesel pas rilis langsung co;netral
Nyesel beli disini,krn bikin pengen beli lagi. Mana tgl tua lagi,besok lh nunggu awal bln gw borong wkwk;senang
Udah langganan beli celana, baju dan sepatu buat suami di aerostreet... karna memang sebagus itu... next order lagi. Terimakasih;senang
worth it parah tinggal ganti tali sepatu yang gemuk;sedih
Mantappp enak bet di pake pas sekolah💓😁😹🫣🫣🫣🥳🥳🥳😍🤩🥰🥰;netral
Sudah langganan beli sepatu sllu disini Tapi ini saya salah ukuran harusnya 39 sya kepencet 38 alhasil gk kepakek sayang bngttt. Yang mau gantiin bisa hub sya lwt pesan 🙏;sedih
Sudah ke 3× belu sepatu di sini, selalu keren dan tahan lama. Bagus.;senang
Looks good 🔥 semoga kuat dan tahan lama 💯;senang
Bagus jahitan rapi sol empuk 👍;senang
Bagus barangnya okee, semoga awet;senang
Bagus dan empuq, cuma sz 40 terlalu ngepas next pesen uk 41;senang
Pertama kali beli langsung jatuh cinta gini ah;senang
Ko pola kanan atas miring beda SM yg kiri, gmna mau pake produk dalem bingung kl bgni jdinya.;marah
Tolong dong pekingnya yg aman  Takut di tuker sama sendal jepit;netral
Looks nya rapi dan simpel bagus bgt;senang
Kardus nya sobek kaya di banting gth 🤕  Dalam nya allhmdulillah GK knp² ..;netral
Belum dibuka karna untuk kado suami,semoga sesuai deskripsi;netral
Sepatu benjol satu sebelah kanan😭;netral
Sepatu nya bagus blom syaa coba semoga pas ya di kaki syaa,,  Terimakasih Aerostreet;senang
Barang Sesuai gambar dan datang pengirimannya cepat selamat...;senang
Real pic,insole 27 size 43 moga awet;netral
Produk oke suami suka selalu aerostreet pokoknya dr sepatu kaos dan jeans;netral
Please ini terlalu cakep sepatu nya 😻😻😻;netral
mantap banget udah belanja beberapa kali disini mulai dari baju sampai sepatu sampai udh beli 3 kali;senang
sepatu cakep bagus pas. semoga awet;senang
Bagussss cocok buat sekolah maupun untuk berpergian;marah
pengiriman cepat barang sesuai good lah;senang
Bagus produknya pengiriman cepat 🤩;senang
Barang bagus, semoga awet di pake;senang
makin cinta sama produk lokal🔥;senang
Cakep bgt sepatu nya gak nyesal beli di sini;netral
Luar biasa empuk nyaman dipakai;netral
Nyaman dipakai.. Empuk juga po;netral
Empuk enak buat jalan 👍🏿👍🏿;netral
dua kali beli disini and very worth to buy, #LokalPride;netral
Bahan bagus sesuai deskripsiij;senang
Kurang rapih buat jaitan outsoul nya min;netral
Keren anjay Bentuk dan ukuran: Pas;netral
Bagus. Kwalitas Mewah. Harga Pas.;senang
aerostreet tidak di ragukan lagi🥳;sedih
