text;emotion
"Boleh lah, pas untuk skrng. Blm dicoba jadi gak tau nyaman apa enggak. 
Yaa agak kurang rapi aja cetakan sepatunya. 
Dah itu aja";senang
Lama datangnya,tpi bajunya oke sih;netral
barang sudah di terima...sebetulnya sepatunya bagus tapi sayang pengerjaannya agk kurang rapih;senang
Sesuailah dgn harga segitu;senang
Tipissssss tapi lumayan, TDK nerawang dengan harga 55k;senang
Tipissssss nerawang gak sesuai ekspektasi dengan harga 55k;senang
Tipissssss nerawang dengan harga 55k;netral
Bagus banget cuma atas nya terlalu kecil;senang
Mantap;senang
Kualitas produk: Ok;netral
Kualitas produk: Ok;netral
mantaaap;netral
oke bagus;senang
Kerenn, cintai produk Indonesia, saran sedikit untuk finishing jahitan + scrap karetnya lebih diteliti lagi selebihnya bagus banget 👍;senang
Nyaman dipakai , bukan nyaman di lambung yak hehe;senang
wangi sesuai selera;senang
Mantap. 👍 Keren abis lah pokoknya. Gk nyesal belanja disini.;senang
Cakep;senang
sandal keren minus box hancur sedikit;senang
Cakep semoga suamiku suka deh;senang
bagus;senang
Qc produk jelek, box hancur, benang2 sepatunya gak bagus, barang asal jadi;marah
Sablonan nya kok gak bisa berubah warna?;netral
Kotak penyok, tanpa bubble wrap..;netral
Bagus warnanya diaku agak kepanjangan tp gpp masih nyaman dipakai;senang
Sepatu nya bagus, tapi tidak dengan kurir nya, paket saya malah di titipin ke rumah orang lain nggak ke rumah saya, saya sangat kecewa.;senang
Yg ini beda bahan dan gambar yg datang kelinci;netral
kak maafkan brg sy udh terima, sy pesan slim fit mengapa brg nya jauh y patron nya dengan slim fit hitam aerostret kakak , stanley nya kaya regular dipakai ga pas kaya yg hitam nya gmn kak ini sama2 ukuran 32 slim fit masa beda patron nya jauh gombor2 yg stanley tolong di jawab;senang
Baguss tdk nyesal;netral
Perbaiki packagingnya dong aero. Mahal mahal bungkus ga pake buble. Dus penyok dan basah;senang
"Jlek gk sesuai ekspektasi bahan nrawang mahal lagi mending kalau sesuai mahal juga gk papa ini mah buruk jangan coba"" deh kalau gk pengen rugi";senang
keren tapi cukup berat juga trnyata;senang
👍👍👍👍;netral
Sandal nya bagus, tapi packing nyaa ga rapih;senang
Mantab;netral
ini harus teliti lagi bang yang kerja nya soal nya masih ada  sisa² yang gk ke potong;netral
Pokoknya ku suka bgt;senang
"Sol bagian dalam nggak rata, jadi sakit kaki kalau di pakek, agak kecewa sih beli nya, padahal sebelumnya baik-baik aja, tolong QC cek bner""";marah
Kualitas produk: Bagus;senang
Bb aku 68 tb 160.untk panjang sesuai .pas mau di pk n di lepas rada sush tp klo dah d pke pas krn lp aku 84 pas di perut;senang
"Aku kira dengan rating yg bagus & bnyak pemebeli itu bahan nya bakalan bagus.
TP ternyaaata aku di buat kecewa sma bahannya.
Kain nya panas & kasar.
Kyk kaos2 partai menurut ku";marah
Admin tidak jelas, slow respon;senang
Barang pecah;marah
Sukak banget tapi agak kepanjangan but over all bahannya bagus dan lembut cuttingannya juga pas;senang
lemnya  kluar dan kurang rapi jadi b3;senang
bahan nya lebih tipis dari yg pertama order.;netral
Tidak di packing dengan baik dan box sepatunya ada yg sobek;senang
"Barangnya oke
Tapi sedikit ada noda di sepatunya";senang
Pengiriman lamaaa;netral
"Sumpah jelek bngt nyesel beli ny,jorok bnget kek ga sepatu baru udah gitu bahannya ngga nyaman kali dipakai kerass amat.klau dipakai untuk sehari"" ngga rekomendasi bngett percaya lh nyeselll bangett";senang
barangnya bagus;senang
Bagus bgt;senang
Bagus bgt;senang
Bagus banget;senang
"Sbg pecinta parfum jasmine yg smooth, jujur ini gak cocok banget. Aku awalnya blind buying, percaya dgn deskripsi yg tertera dan gk expect kalau wanginya akan sekuat ini bikin pusing mual. Malh aku tipis banget cium wangi melatinya. Kecewa banget, pdhl aku udh nungguin banget tp gk bs pakai huhu :"")";senang
Bagus banget bahannya juga halus;senang
Lumayan lah;senang
bahan bagus whort it dg harga segitu sesuai dg gmbar;senang
Bahan adem tidak panas,,agak kebesaran dikit keseluruhan Bagus;senang
sesuai;senang
Baguss;netral
Ok;netral
Ok;netral
Ok;netral
"sampai nya sudah lewat dari waktu estimasi, dan kemasan nya pun tidak workit.
dan sepatu nya juga sudah lepas jahitan nya sedikit.";senang
Cukup tinggi sih menurut saya insole nya, pengiriman nya cepat. Overall bagus banget sepatunya, cuma saran saya klw mau checkout turunin 1 size deh.;senang
Sepatunya agak kotor banyak debu terus ada noda warna putih;senang
Dikirim sesuai pesanan. Sol bawah tebel jadi agak berat. Keliatan awet;netral
Sepatu bagus sesuai harga support produk lokal ay👌👌;senang
Real pict;netral
Real pict;netral
Lumayan;senang
Lumayan;senang
Kualitas ok lah,cuma m nya yang kecil banget;netral
Warna coklatnya tidak pekat;netral
👍;netral
Uda excited bgt wktu co eh ternyata datengnya agak mengecawakan dikitt, jahitannya ga rapi:((;senang
sudah di pakai.katanya nyerep keringet, ternyata ga,;senang
Celananya bagus, tapi kainnya lemes banget serasa pakai legging;senang
Mantap kainnya tebal;senang
Sandalnya empuk, keren, bagus dah pokoknya;senang
sepatunya bagus, solnya empuk, minusnya kurang rapi sedikit;senang
Sepatunya ternyata lumayan berat....;senang
Sepatu bagus, namun ada jahitan yg kurang rapi. Mohon ditingkatkan..;senang
Good;senang
Kekecilan;netral
Bagus;senang
eyestay miring, yg lain okeyy;marah
Bagus;senang
Nomor 42 seperti 41;netral
Bagus;senang
oke whord it;netral
packing amann yakk,barang juga sesuaii.. mantabb;senang
sesuai harga la;senang
bagus, tapi kek berat yaa;senang
Kurang suka sama warna nya pas nyampe kesannya kaya bkn baju baru.. maaf ya aq penggemar kemeja dari aerostreet tp yg ini aq kurang suka bgt;senang
"Barang bagus, sesuai deskripsi.
Tapi penjual kurang memberikan bantuan agar pembeli tidak salah pilih warna, padahal pembeli sudah bertanya dan ingin warna hitam.
Salah link pembelian dan terkirim warna navy.";sedih
Beli cuma buat tester, wanginya kalo buat aku yg suka wangi soft dan fresh parfum ini baunya strong, jadi kurang suka;senang
Beli cuma buat tester, wanginya kalo buat aku yg suka wangi soft dan fresh parfum ini baunya strong, jadi kurang suka;senang
Beli cuma buat tester, wanginya kalo buat aku yg suka wangi soft dan fresh parfum ini baunya strong, jadi kurang suka;senang
Beli cuma buat tester, dan pas dicoba ternyata wanginya fresh dan ada sedikit manisnya, buat aku yg suka parfum soft dan fresh lumayan suka sm wanginya krn yg jelas bukan wangi yg strong, yg bikin hidung gatel dan kepala pusing;senang
Menurutku bau jasminenya kurang;marah
Bagus;senang
Bentuk dan ukuran: Pas banget;netral
"Sedih bgt. Baca sekian banyak ulasan katanya pilih ukurannya mending dturunin krna yg dtg biasanya lebih gede dri ukuran normal.
Saya beli 2, ukurannya dturunin semua malah jadinya kekecilan, gk muat.";senang
"Sedih bgt. Baca sekian banyak ulasan katanya pilih ukurannya mending dturunin krna yg dtg biasanya lebih gede dri ukuran normal.
Saya beli 2, ukurannya dturunin semua malah jadinya kekecilan, gk muat";senang
Keren sih;senang
"Pas
Bentuk dan ukuran: Sayang bgt ukuranya pas sekali sama kaki tau gitu naik size lg pdhal itu dah tak naikin size 2x dari size bisanya tp gpp masih jyaman di pakai dan semoga awet";senang
Bukan barang yang aku nilai jelek tapi PACKAGINGNYA!. Pengiriman ga pake bubble wrap??, penyok, kotor, sepatu sih sesuai gambar tapi ga rapih jaitannya dan lemnya yang masih nempel ga bisa ilang. Kecewa banget sihh padahal beli ini tuh buat kado tapi boxnya malah rusak dan ini tuh merek gede lohh :(;marah
Sesuai;senang
Sesuai;senang
bagus;senang
Banyak benang yg tidak rapi,dan potongan tengah ny TDK rapi;senang
Bagus;senang
Paket sudah datang bagus dan sesuai;senang
Bahan adem jaitan rph;netral
bagus kok, cuma sayang ada noda kuning;senang
oke untuk keseluruhan tp sedikit panas bahannya;senang
Barang sesuai ukuran pas kayak yang saya minta pokoknya oke semuanya;senang
ukuran xlnya kecil;netral
.;netral
Biar bintang yg menilai;senang
Sepatu bagus tapi berjamur banyak sehingga keliatan kayak kotor;senang
Barang udah di terima.. tapi sayang.. kemasannya berantakan..;senang
Tolong size chartnya di update...sy oder size L PB 71 di size chart PB 69...😇😇;netral
"Untuk koreksi saja,supaya dirapihkan lagi proses produksi nya ya kak,biar lebih bagus lagi,sambungan nya gak terlihat seperti ini...
Over all good..
Thanks";senang
Bagus dan pas dipake anak👌;senang
Tak sesuai pesanan minta varian warna dikirim hitam semua, kalau mau paking lihat dengan seksama catatan atau deskripsinya;senang
bagus tapi warna rada putih tulang gitu ga putih polos;senang
Sedikit kecewa,lehernya kok miring;senang
Bagus;senang
Bagus;senang
modelnya bagus. tapi jahitannya jelek;senang
"kain nya halus tp kurang tebal
packaging nya ok tp mleyot 
pinggang clana yg kucari ini siii press terus kebawah longgar";sedih
"SERIUS AEROSTREET KEK GINI ?
Spatu masih ada lem 
Packing cuman plastik putih ,itupun robek 
Ah sudahlah, detailnya ngawur banget kecewa gwe";sedih
"Alhamdulillah barang datang sesuai orderan dan toko amanah. walaupun barang ada sedikit kekurangan seperti diphoto , mungkin karena sisa barang Promo ya tapi harga masih standart and worth it. overall , i like it and hope it lasts longer
Hopefully besok² kalau sy CO lagi , bisa dikirim barang yg baik ya Kak. thanks🙏🏼😇";senang
menurut ku sepatuny lumayan tp ga empuk jir keras di pake ga enak sama sekali 😔 pas barangny dateng juga ana noda di sepatuny sama ada benang jaitnya warna hitam di samping bawah sepatuny jadi keliata gt 🙂;senang
Sepatunya keren plus kualitas;senang
Ternyata berat tidak cocok untuk jogging;senang
Lumayan bagus, cuma agak berat;senang
warna navynya kurang terlihat navy. nyaris ke hitam warnanya.;netral
mantul ,;netral
kurang bertahan wangi ny;senang
kotaknya agak petot dikit lah dah gitu benangnya kureng rapi;senang
baguuuussss;netral
-;netral
39 sempit yah yg kali ini pdahal ini sendal ke 3 dri Aerostreet yg 2 sebelmnya pas² ajaaa dengan model yg sama cman beda warna;senang
Aroma sama seger;senang
padahal bagus sepatunya, tapi sayang ada jaitan yg kelupas gini min;senang
Sayangnya tidak melayani tukar ukuran celana jadi mubazir deh celana jeans nya ngga kepake.;senang
Oke lah,berbulu gilaak bajunya ga wort ot banget sampe bulu dalam baju nempel ke baju lain,not recomended deh;netral
Bagus;senang
Paket dalam keadaan rusak seperti ini, packing cuman pake plastik tipis seperti ini, apakah ini kualitas dari Aerostreet?? Ini kondisi sebelum di unboxing lohhh potonya..;marah
Minus;netral
pas pasan ma kaki ank saya pdahal dah sya naikin satu nomor ukuranya kan pke 31 sya psan 32 sma mhon mff ada kya sisa bhn yg kurang rapih pemotingnya dipinggir jd kliatan ptih2;senang
Garis hitamnya luntur jadi mengenai yang warna putih tadinya suka bangt setelah proses pencucian agak kecewa;netral
pengiriman cepat;senang
good;senang
Ukuran L nya seperti size XXL;netral
datangnya coklat;netral
"beli pas promo.. 
tapi mengecewakan, ukuran kecil bgt, nerawang, 
biasanya bagus.. 😭

mau ngasih ke cewek malah kaya kaos ****** 😂";senang
Pas sesuai pesanan... Thanks aero;senang
Produk bagus, sesuai harapan, ini kesekian kalinya belanja di aero. Selalu amanah sukses buat aero. Berharap ada promo besar;senang
Premium.;netral
tdk wangi;netral
Pengiriman lama;netral
ada sedikit noda;senang
Good;senang
Kualitas produk: Bagus sesuai lah;senang
Bentuk dan ukuran: Tidak sesuai jelek;senang
Trnyata Minion banget overall baunya wangi banget endull;marah
"Paketx sudah smpe barangx Sesuai👍
Warna: Coklat Tua
Bentuk dan ukuran: 37";senang
Saya mesan sudah satu minggu lebih barang belum datang ko malah sampai nya ke alamat orang lain gimna ini kurir nya sdh lama saya nunggu;senang
q kasih bintang 3 yaa soal nyaa ada lecet sepatunyaa dan kotorr .. Biasanyaa beli selalu baguss dan gk ada apa2 nya kok tumben bangett inii .. Pdhall baguss bangett;senang
Suka banget sm kainya🥰kurirnya baik yah udh langganan jg😁;senang
Datang sesuai pesanan. Pengiriman sangat cepat. Pesan td malam. Pagi ini sudah sampai. Sangat memuaskan. Terima kasih;senang
Bentuk dan ukuran: Pas;netral
kecewa, model ga sesuai foto iklan;senang
better utk hrga segtu;netral
Bagus bangetttttt 🤩🤩 cuma sayang UK 28 kecil di paha nyaa pdhl BB 45an , selebihnya nya ok bangttt;senang
Bahan dan kualitas udah gak kek dulu pertama beli, kaya cotton 30s bukan kek 24s;netral
bagus poll;senang
Bagus👍👍;senang
"Awalnya mau order yg V neck..
Tp yg warna putih lagi kosong.
Overall, barangnya adem.";sedih
"Warnanya Putih agak kecoklat²an.
Mungkin karena packing/pas pembuatannya banyak, jd tangan yg bungkus/buat pas lagi kotor warnanya jd meng-kusam";senang
bagus tapi kekecilan, seharusnya pesan +1nmr dari nmr kaki sebenarnya hihi trmksh;senang
Pinggaynya pas bgt buat BB 53 tinggi 153.panjangnya aku potong dikit;senang
Baunya terlalu tajam;senang
Tolong itu gambar dan tulisan disinkronkan dulu. Saya jadi salah beli.;marah
barang yang dikirim beda harusnya warna hitam dikrim warna ungu,padahal di chat sudah di kasih tau glass hitam beserta gambar juga;senang
38 ternyata ngepres bgt d q 😭😭😭;senang
Mayan;netral
masaahnya aerostret sizenya ga pernah konsisten.. skrg lg apes dapet yg kegedan.;netral
masaahnya aerostret sizenya ga pernah konsisten.. skrg lg apes dapet yg ngepress banget.;netral
Next tolong bungkusnya jangan telanjang gini;netral
"Bentuk dan ukuran: pas
Warna: keren
udah lama langganan beli sepatu d sini emang wort it dari dulu";senang
"W sempet bingung, temen-temen gw pernah bilang kalo Aerostreet alasnya gaenak & keras. 
Setelah gw coba beli sendiri, ternyata nih sepatu bener2 ENAK BANGET! meskipun ada beberapa jahitan & part sepatu yang kurang rapi. Overall, gw suka WKWKWKWK";senang
Bagus... sesuai pesanan tp ada yg pecah 1;senang
Pesan warna putih yg dtng coklat, lain kli hrs teliti, kecewa jdinya soalnya yg coklat sdh punya;netral
Tulisan aerostreet nya agak pudar;netral
Ada bekas lem dibagian yg seharusnya bersih. Tolong qc nya ya;senang
Tidak sesuai deskripsi .. ukuran bukan oversize ketat gak nyaman di pakai;senang
Tidak sesuai deskripsi .. ukuran bukan oversize ketat gak nyaman di pakai;senang
Tidak sesuai deskripsi .. ukuran bukan oversize ketat gak nyaman di pakai;senang
"Bagus banhanya nyaman lembut tapi ukuran L nya kekecilan di bb 60, mending pilih ukuran xl
Kualitas produk: Bagus bahan dingin
Ukuran: L";senang
Pesen 42 di kirim 41;netral
Bgs;netral
bgus saya suka. cuma klw bisa kasih free bonus sarung kaki min😭🤣;senang
kenapa ini yang hitam xl nya kek oversize besar banget padahal tulisanya bukan oversize😭, pembelian ke 2 kali, pembelian pertama xl pas bagus dipakai ukurannya cocok.;senang
Kualitas produk: putih agak tipis bahannya;netral
Kok sepatu anak2 ya kak;senang
agak insecure liat packaging nya tanpa bubble wrap,dan cuma di bungkus plastik polos seperti itu.;senang
Pas di cuci rontok sablonya;netral
harusnya ada bubble wrap kasih plastik item jangan polosan gtu packaging nya kak.;senang
Ternyata polos, kirain ada tulisannya seperti digambar? Nyesel ak;senang
"Barang bagus tp tolong yg beli naikin up size satu tingkat
Biyar gak kekecilan
Penjual tolong dong kalu kasih ukuran yg akurat.jadi beli 2 kali yg satu ngk kepakai";senang
Kebesaran d akunya;senang
kualitas kurang baik;senang
Sesuai harga;senang
nggak sesuai yang di pesan;senang
Wangi nya enak cocok buat di luar ruangan, cuma tutup botol farfumnya kurang rapat jdi farfumnya tumpah ke kemasan nya maaf kasih bintang 4;senang
sekelas aerostreet bisa salah kirim. saya chek out kaos kok yg dateng sepatu.? pelayanan nya juga buruk bgt.;marah
size L nya kecil klo yg hitam beda sama yg abu2;senang
Bagus;senang
Kemasan tidak rapat, parfumenya tumpah setengah, sayangnya buka paket tidak di video 😭😭😭 saya tidak tau salah pengemasan atau proses pengiriman;senang
Untuk pembeli lain mohon ditambah 1 -2 ukuran normal karena sendalnya kekecilan;netral
Untuk pembeli lain mohon ditambah 1 -2 ukuran normal karena sendalnya kekecilan;netral
Untuk ukuran aku 38 msh ajh kbsarn 37 kesmpitan gmn atuhhnpnrng pkr aerostrett tp slli slh size trus jadi sedihh;netral
Alhamdulillah sangat puas;senang
demi apapun kegedean bgt, aku tanya ke seller ukuran aslinya gmna soalnya banyak yg kegedean trs kata seller ikutin chart. gataunya pas datang bnr bnr gede btul pdhl selalu ambil 40;senang
Nyaman dipakai buat kerja;senang
Produk bagus;senang
bahan nya bagus dan nyaman dipakai bekerja;senang
Suka banget SMA celana nya;senang
Kok ga rapi ya jahitannya;senang
Bagus tapi sayang agak kecil;senang
bagus tpi syg ada noda sedikit :);senang
"Masih ada sisa benag2 yg belum terpotong,
Inshol bawah kotor";marah
"Bagus sih cuma GK di cek dulu 
Kerdus nya 41 tapi sepatu nya ukuran 44";senang
Biasa aja;senang
Ukuran 43 kecil bgt gbsa dituker kh;netral
kualitas barangnya ok ,tapi sayangnya kekecilan 😮‍💨😮‍💨;senang
kualitasnya udah baguslah untuk harga segitu, cuma kainnya agak gerah dan nerawang;senang
barang ny oke tapi tolong packaging-nya  woe rawan rusak;marah
Daya tahan pakai: Okee;senang
.;netral
Ok sesuai  harga;senang
Kegedean dikit ukuran L ny tpi gapp;netral
Barangnya sampai pas buka ada jamur nya;netral
belinya putih putih dikirimnya hitam putih;netral
"size beda dari yang lain
Kualitas produk: oke";netral
Saya suka dengan kualitas lokal, tapi menyakinkan, Salam lokal tak gentar;senang
"Bentuk dan ukuran: ok
Daya tahan pakai: desainnya bagus. tp untuk dipakai daily/running kurang, soalnya sepatunya berat jd kurang cocok
Warna: ok";senang
Wanginya seger;netral
bahan bagus,tebel,adem,sayang nya yg putih udh habis,jdi yg dateng armania htm,tpi gpp work it sih🙂;netral
pesen putih di kirim kuning. hadeeuh lain kali kalau ada pesenan jangan langsung di terimaa;senang
Ada seperti jamur mungkin karena lama dalam box tapi barang its ok.. Ini order ke 5;netral
Tidak sesuai pesanan tidak amanah di live di spill giliran di kirim beda warna;senang
"Kita coba sekuat dan tahan berapa bulan? 
Soalnya sering beli hanya tahan 3 bulan sudah mulai... 
Tapi saya suka dengan Brand Aerosteeet😁";senang
Barang mantap, kurir tidak ramah, masa saya yg harus nyamperin;senang
Bagus cuman no 31 nya kecil;senang
oke;netral
oke;netral
Pinggang kekecilan;netral
pas, bahan bagus;senang
Jelek. Sepatu berat kayak besi, terus tinggi banget kayak diganjel batu bata. Pokoknya kecewa.;senang
Bagus;senang
Sulit dan gagal, beli di sini tukar size gk bisa.. Kecewa dan cukup sekali ini blanja di sini;marah
"Kalo kerja tuh yg bener, ntar bosnya bangkrut kalian yg hilang pekerjaan. Admin nya saya minta cancel krn salah pilih ukuran masih dikirim juga.

Kenyamanan sesuai harga lah, tapi QC nya parah, bnyk benang loncat dan ada jahitan yg lepas";sedih
Model menarik tapi sayang slopnya kekecilan dikit;senang
"Ok
Kualitas produk: Ok";netral
Barang OK sesuai foto dan kondisi bagus...cuma packing aja tuh yang seadanya...;senang
barang bagus sih tapi kurirnya minta tambahan biaya 15k;senang
Mantap bosku 👍👍;senang
Panjang cukup tapi kaki ga bisa masuk;senang
Wangii;netral
Bentuk dan ukuran: kebesaran;senang
"Saya sangat suku dengan bajunya
Bahanya adem di pakai 
Pasti bakalan next order lagi";senang
"Saya sangat suku, bahanya adem dan packing nya sangat rapih, jd aman sampai tujuan🙂🙏
Saya kira ukuran 31 sudah bakalan kebesaran 
Ternyata tidak, yg ada seharusnya saya pesan ukuran 32 supaya sedikit longgar di pingganya 
Kalau ada yg mau pesan bb 67 jgn ukuran 31 lebih baik pesan ukuran32";senang
Barang sudah sampai, bagus, aga kotor. Moga awet .;senang
kebesarann wk tpi gpp;netral
Udah co kedua kali nya dan sepatu nya bagus sesuai di foto , cuma ada sedikit yang kureng benang benang nya pada kluar gtu jdi harus di gunting sih;senang
Ya allah demi allah celana nya bagss bangettttt😍😍 tapiiii pinggang nya kecil bangetttt masuk cuma sampe pahaaa ya allah nangiss kok bisa nyiptain pinggang sekecil ituuuu huwaaa😭😭ini mudahan bisa di permakk yaa soalnya sayang bangett bagusss;senang
Agak tipis dari yg warna hitam;netral
Agak tipis dari yg warna hitam;netral
jahitan in sol tidak rapi, ada bagian yang tidak menempel;senang
beli 2 pcs size xxl pas dicoba xxl yg satu beda ukuran dgn xxl satunya;netral
Sesuai lah;senang
sablonan gk mulus ada warna spt noda disablonan nya;sedih
Bagus bahannya lentur jatuh hitam pekat tapi kudu dipermak😭 ternyata bawahnya lebar bgt hem;senang
Mantap beli austin yg datang apa ini;senang
Biasa aja;senang
tutup atas sepatunya kependekan..........;senang
keren;senang
barang sesuai, uk40 lumayan kekecilan wort lah diharga segitu;senang
packing kurang safety, cuma kardus yg di plastik;netral
"Bentuk dan ukuran: Ok
Aroma: Ok
Daya tahan pakai: Ok
Warna: Ok";senang
"Bahan bagus,jahitan rapi lingkar pinggang kekecilan masuk nya dipaksa 
Difermak takut ngga rapi,Jd dipakai anaku deh";netral
Kalo yang obsession bagus enak cuman masalahnya baunya terlalu kuat yang malah buat nih parfum ada bau pahitnya gitu jadi agak kurang sih;senang
"Mohon pelayanannya ditingkatkan karena barang yg saya terima ada sobekan dikit
Selebihnya oke pengiriman baik
Kualitas produk: Baik sesuai pict";senang
Sepatunya bagus;senang
Baik;senang
Baik;senang
Baik;senang
nyaman dipakai, sayang nya kekecilan, utk bahan mudah  luntur;senang
Good;senang
size 44 kecil gak masuk, normalnya ukuran 44 muat;netral
Bagus, hanya sj agak berat sepatunya;senang
"Kebesaran
Daya tahan pakai: Aman
Aroma: Lembut
Bentuk dan ukuran: Kebesaran
Warna: Sesuai";senang
Kurang kerasa;netral
Kurang kerasa;netral
Lumayan sich, cuma agak sempit aja di kaki;senang
Sesuai dengan harga;senang
No 40 biasa nya pas ini malah kegedean dikit;senang
Mantap sesuai;senang
Overall good lah , cuma bagian bawah agak licin;senang
barangnya bagus bgtbgtbgt tapi tulisan aero nya ada yg ngelupas🥲💔;senang
Ini Solan atau bukan yah.;netral
"Ukuran 40 ternyata sangat besar, tidak sesuai dengan deskripsi produk
Ukuran lubang kecil, sehingga susah untuk memasang charm
Bentuk dan ukuran: 40 (terlalu besar untuk ukuran kaki 24 cm)";senang
Cantik dan lucu namun lem mudah copot;senang
Cantik dan lucu namun lem mudah lepas;senang
Bagus, trm ksh;senang
kerennnn;netral
Sepatu baguss tapi sayang yg sebelah kiri iner sepatu gelembung;senang
Sebenarnya aromanya enak seger. Tetapi saya tidak yakin aromanya tahan. Paling 3 jam tahannya ini. Bisa lebih murah lagi sih harganya kalau segitu doang tahannya;senang
Bergamotnya harum tapi wangi nanasnya aneh, wangi kurang lama;senang
Wanginya harum tp menyengat alkoholnya, wangi kurang tahan lama;senang
Nice;netral
bagus saya suka;senang
"Sesuai pesanan
Barang bagus
Ukuran pas sesuai
Trimakasih";senang
sesuai pesanan, ada harga ada rupa. semoga awet dipakai;senang
Payah amat packing paket cuma pake plastik bening doang, gak di bubblewrap sama sekali, dus nya bolong penyok jdnya, untung aja sepatunya aman2 aja.;senang
Bahanya bgs pas di pingang,hanya ga espek sepanjang itu ya aku tinggi 161 masi kepanjangan;senang
Nyampenya lama amatt, barangnya okelah suka. Tapi talinya panjang pendek😭;senang
ini gak mungkin motif kan??;senang
Goddd;netral
Walaupun kekecilan tau udah enak kok;senang
Real pack. Sesuai pesanan. Puas;senang
"Barang yg dikirim tidak sesuai pesanan.
Yg dipesan highwaist cutbtay yg datang skinny jeans..";senang
saya kira tebal hingga tidak menerawang ke dalam.;netral
Sesuai gambar;senang
"Bentuk dan ukuran: Bentuk nya bagus ukuran nya pas....bahan nya Suede...insole dan outsole nya empuk dan elastis....tali sepatunya bagus...jahitan nya lumayan rapi...
Catatan buat produsen : agar lebih di perhatikan lagi detail nya...cuttingan bahan nya...jahitan nya....finishing nya di";senang
Bagus;senang
Agak sedikit koyak/robek sepertinya tidak kena benang jahitan;senang
Agak sedikit koyak/robek sepertinya tidak kena benang jahitan;senang
Bahan nya panas di pakai;marah
produk ga sesuai warna, pertama gw pesen warna putih trus ga ada katanya stok habis lalu yang datang warna biru navy dan itu pun kualitas nya buruk jahitan ga rapi ada koyak di bagian deket tali sepatu pokoknya engga banget deh BURUK banget;senang
Barang yang sampai beda dengan iklan minta hitam polos tapi sampai hitam putih mau konfirmasi pengembalian saja;senang
Ukuran nya salah.kegedean;netral
Tipisss;netral
Bagus,, sesuai gambar;senang
Nice;netral
"Puas sih dengan harga yg afornable👍minus nya di AQ yg TB 157/bb58 ambil ukuran no 32,kepanjangan di kaki dan terlalu tinggi di bagian pinggang.selebihnya pres body.trimakasih seller dan trimakasih kurir yg ramah.
Kualitas produk: Realpic,Stread,serat halus lembut";senang
Luntur;netral
Dapet harga 54 sampai rumah agak kebesaran dikit sih tapi nggak papa sebenernya mau beli UK 39 tapi kehabisan jadi pilih uk 40 pengemasan sangat baik 👍;senang
Barang bagus, recomend..., amanah sesuai yg d foto, ukuran juga pas.;senang
Bentuk dan ukuran: Kebesaran padahal sendal semua 42;senang
Sepatu sangat bagus, cuma agak berat ajaa;senang
Desain bagus suka sekali, cm syg kebesaran, hrsnya downsize ke L/M (pdhl biasa pake ukuran XL utk kaos std);senang
"Bentuk dan ukuran: Pas di kaki
Daya tahan pakai: Blm di coba,, smoga awet smpe 3th
Aroma: Lembut";senang
Merah maron ..tak kira merah cerah .tapi bahan oke;senang
Bagus sayang nya agak berat dan packaging nya engga double box;senang
Baik;senang
L dipake tb 175 bb 61 kecil press bgt;netral
Cakeppppp;netral
yang dateng kekecilan, padahal udah isi bb dan tb sesuai;senang
Sangat baik;senang
bagus bajunya tp ukuran xxl nya masih kekecilan;senang
Tidak sesuai pesanan;senang
Insolenya kurang bagus sih;senang
ukuran 42 kekecilan;netral
ok bagus;senang
celana besar sekali kebawa sama panjang juga untk yg tb 153;senang
ok bagus;senang
Size kekecilan tpi tdk bsa ganti ukuran/size , pelayanan jelek;marah
Sepatu nya bagus cuman minus di pekingan aja kurang aman dan rapi,kardus sepatu nya penyok;senang
Kaos nya bagus. Cuma ada sedikit noda di bagian lengan. Mudah-mudahan bisa hilang sehabis dicuci nanti;senang
cocok dengan harganya;senang
bagussss;netral
"Ko kanan dua"" nyaaa";netral
Sapatunya berat, tapi bahannya oke;netral
Bagus;senang
Gak nyangka size nya gede bgd 😁,, parah nya sii packingan nya Transfaran gtu gak di tutup2,, takut bgd ilang dibawa kabur sama expedisi nya;netral
Kekecilan huhu. Tp bagus celananya;senang
"bgus kainnya juga lumayan tebal sesuai budget 
kerenn bagal langganan";senang
size lebar dan panjang tidak singkron;netral
kekecilan😭;netral
Mantap;senang
design oke, box penyok wajar, isi aman, minusnya hanya di molding sol yang kurang rapih, ntah dari quality check bermasalah atau memang kurang rapih. looks good tpi semoga kualitasny ditingkatkan dari segi kerapihan;senang
bagus,mantapp;netral
"SUMPAH GEDE BANGETT????? 
padahal udah ngukur sebelumnyaa tapi ternyata hasilnya gede banget diluar ekspetasiiiiii";senang
"Padahal udh mengikuti struktur yg ada tpi kok kekecilan , kalau bahannya bagus sih
Bentuk dan ukuran: Bentuk bagus tpi  kekcilan
Warna: Lumayan";senang
sepatunya bagus, nyaman juga lemnya kuat sol nya empuk tapi ada benang yg mencuat sedikit;senang
bagusssss, sangat real pict😍, aku jadi tambah+++ tinggi wkwkwk kirain bawahnya ngga terlalu tinggi. tapi ini bagusss;senang
dari model udah cukup oke sepatu brand lokal ini, tapi coba dibenahin lagi benang jaitnya diguntingin sama lemnya dirapihin lagi biar enak diliat, begitu aja sih kritiknya, semoga bisa dibenahi lagi dan kedepannya makin sukses brand lokal ini ya❗;senang
